Commodity,Date,Unit,Minimum Price,Maximum Price,Average Price,Price Range,Price_Difference,Date_Day
Chilli Green(Machhe),2021-01-14,KG,70,80,75,10,5,14
Capsicum,2021-01-14,Kg,70,80,75,10,5,14
Garlic Green,2021-01-14,Kg,120,130,125,10,5,14
Coriander Green,2021-01-14,Kg,80,100,90,20,10,14
Garlic Dry Chinese,2021-01-14,Kg,220,230,225,10,5,14
Fish Fresh(Rahu),2021-01-14,KG,280,290,285,10,5,14
Fish Fresh(Bachuwa),2021-01-14,KG,210,220,215,10,5,14
Fish Fresh(Chhadi),2021-01-14,KG,200,210,205,10,5,14
Fish Fresh(Mungari),2021-01-14,KG,260,270,265,10,5,14
Tomato Big(Nepali),2021-01-15,Kg,45,50,47,5,2,15
Tomato Big(Indian),2021-01-15,Kg,45,50,47,5,2,15
Tomato Small(Local),2021-01-15,Kg,15,20,17,5,2,15
Tomato Small(Tunnel),2021-01-15,Kg,20,25,22,5,2,15
Tomato Small(Indian),2021-01-15,KG,15,20,17,5,2,15
Tomato Small(Terai),2021-01-15,KG,25,30,27,5,2,15
Potato Red,2021-01-15,Kg,30,35,32,5,2,15
Potato Red(Indian),2021-01-15,KG,28,32,30,4,2,15
Potato White,2021-01-15,Kg,23,25,24,2,1,15
Onion Dry (Indian),2021-01-15,Kg,70,75,72,5,2,15
Carrot(Local),2021-01-15,Kg,80,90,85,10,5,15
Carrot(Terai),2021-01-15,Kg,70,80,75,10,5,15
Cabbage(Local),2021-01-15,Kg,25,30,27,5,2,15
Cabbage(Terai),2021-01-15,Kg,20,25,22,5,2,15
Cabbage,2021-01-15,Kg,30,35,32,5,2,15
Cauli Local,2021-01-15,Kg,20,30,25,10,5,15
Cauli Local(Jyapu),2021-01-15,Kg,30,40,35,10,5,15
Cauli Terai,2021-01-15,Kg,15,20,17,5,2,15
Raddish Red,2021-01-15,Kg,30,40,35,10,5,15
Raddish White(Local),2021-01-15,Kg,10,15,12,5,2,15
Raddish White(Hybrid),2021-01-15,Kg,15,20,17,5,2,15
Brinjal Long,2021-01-15,Kg,30,40,35,10,5,15
Brinjal Round,2021-01-15,Kg,30,40,35,10,5,15
Green Peas,2021-01-15,Kg,40,50,45,10,5,15
French Bean(Local),2021-01-15,Kg,40,50,45,10,5,15
French Bean(Hybrid),2021-01-15,Kg,50,60,55,10,5,15
Sword Bean,2021-01-15,Kg,30,40,35,10,5,15
Bitter Gourd,2021-01-15,Kg,100,110,105,10,5,15
Bottle Gourd,2021-01-15,Kg,30,40,35,10,5,15
Pumpkin,2021-01-15,Kg,30,35,32,5,2,15
Squash(Long),2021-01-15,Kg,20,25,22,5,2,15
Squash(Round),2021-01-15,Kg,30,40,35,10,5,15
Turnip,2021-01-15,Kg,70,80,75,10,5,15
Okara,2021-01-15,Kg,80,90,85,10,5,15
Sweet Potato,2021-01-15,Kg,50,60,55,10,5,15
Barela,2021-01-15,Kg,40,50,45,10,5,15
Arum,2021-01-15,Kg,40,50,45,10,5,15
Brd Leaf Mustard,2021-01-15,Kg,40,50,45,10,5,15
Spinach Leaf,2021-01-15,Kg,60,70,65,10,5,15
Cress Leaf,2021-01-15,Kg,60,70,65,10,5,15
Mustard Leaf,2021-01-15,Kg,50,60,55,10,5,15
Fenugreek Leaf,2021-01-15,Kg,70,80,75,10,5,15
Onion Green,2021-01-15,Kg,40,50,45,10,5,15
Bakula,2021-01-15,Kg,100,110,105,10,5,15
Yam,2021-01-15,Kg,60,70,65,10,5,15
Mushroom(Kanya),2021-01-15,Kg,80,100,90,20,10,15
Mushroom(Button),2021-01-15,KG,280,300,290,20,10,15
